,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-10-19 17:35:09,2023-10-19 17:35:08,432.0,32.0,2084.0,382.0,228.0,15.0,33.0,14567.0,2023-10-19 17:35:15,2023.10.19,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,24,True,1.0,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-10-19 17:34:47,2023-10-19 17:34:46,293.0,28.0,221.0,86.0,166.0,4.0,4.0,3201.0,2023-10-19 17:34:53,2023.10.19,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,19,True,1.0,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-10-19 17:34:28,2023-10-19 17:34:27,275.0,24.0,151.0,52.0,164.0,1.0,2.0,2039.0,2023-10-19 17:34:34,2023.10.19,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,12.0,18,True,1.0,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-10-19 17:35:20,2023-10-19 17:35:19,275.0,26.0,40.0,24.0,162.0,1.0,5.0,824.0,2023-10-19 17:35:26,2023.10.19,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,17,True,1.0,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-10-19 20:50:54,2023-10-19 20:50:53,276.0,28.0,69.0,25.0,164.0,,3.0,744.0,2023-10-19 17:35:04,2023.10.19,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,17,True,2.0,1.0
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-10-19 17:35:31,2023-10-19 17:35:30,308.0,26.0,46.0,11.0,150.0,1.0,1.0,508.0,2023-10-19 17:35:38,2023.10.19,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,15,True,3.0,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-10-19 21:22:27,2023-10-19 21:22:26,217.0,31.0,30.0,11.0,131.0,4.0,11.0,486.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,18.0,15,True,1.0,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-10-18 23:11:52,2023-10-18 23:11:52,220.0,25.0,29.0,13.0,106.0,3.0,,146.0,2023-10-18 23:12:07,2023.10.18,84.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1.0,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2023-10-20 08:30:47,2023-10-20 08:30:44,89.0,24.0,12.0,11.0,69.0,3.0,8.0,162.0,2023-10-20 08:31:21,2023.10.19,16.0,A ranked list of awesome Scala libraries. Updated weekly.,9.0,14,True,3.0,
9,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,CC-BY-SA-4.0,2023-04-12 09:58:39,2023-10-23 18:42:27,2023-10-23 18:42:22,158.0,12.0,3.0,3.0,63.0,,,30.0,2023-10-23 19:01:15,2023.10.19,8.0,A ranked list of awesome Digital Identity open source projects.,2.0,13,True,1.0,
10,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-10-23 12:05:06,2021-05-03 18:03:14,111.0,,101.0,14.0,108.0,9.0,4.0,754.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3.0,
11,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-10-23 18:24:41,2023-10-23 18:24:39,644.0,90.0,14.0,7.0,22.0,,2.0,232.0,,,,Ranked list of awesome digital gardens / second brains.,14.0,12,True,3.0,
12,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2023-10-01 09:17:21,2023-08-08 15:01:12,156.0,4.0,3.0,10.0,108.0,,,181.0,2023-08-07 11:50:42,2023.08.01,26.0,A ranked list of awesome machine learning Rust libraries.,2.0,12,True,3.0,
13,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2023-10-23 20:14:36,2023-10-22 20:14:11,555.0,89.0,4.0,5.0,650.0,,,36.0,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,12,True,1.0,
14,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,CC-BY-SA-4.0,2022-11-29 16:56:33,2023-10-19 18:24:24,2023-03-21 21:59:04,139.0,,9.0,3.0,59.0,2.0,3.0,68.0,2023-06-16 19:44:02,2023.06.15,29.0,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,4.0,11,True,3.0,
15,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44.0,,2.0,2.0,38.0,,,11.0,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2.0,5,False,3.0,
16,best-of-fastapi,fkromer/best-of-fastapi,['python'],web-dev,,{},,,,,,,,,,,,,,,,,,0,False,,-4.0
17,best-of-django,fkromer/best-of-django,['python'],web-dev,,{},,,,,,,,,,,,,,,,,,0,False,,-4.0
18,best-of-vue,fkromer/best-of-vue,['javascript'],web-dev,,{},,,,,,,,,,,,,,,,,,0,False,,-4.0
19,best-of-react-native,fkromer/best-of-react-native,,native-dev,,{},,,,,,,,,,,,,,,,,,0,False,,
